,Which category are your registering for?,Nonprofit - Company,Nonprofit - Address 1,Nonprofit - Address 2,City,State,ZIP,Contact Person - First Name,Contact Person - Last Name,Phone,Email
411975357,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",ResourceWest,915 Mainstreet,,Hopkins,MN,55343,Judy,Elling,9529885351,judy@resourcewest.org
561784846,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Restless Legs Syndrome Foundation, Inc.",1530 Greenview Dr SW Suite 210,,Rochester,MN,55902,Dawn,Crowson,507-287-6465,crowson@rls.org
411856124,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Retrieve A Golden Of Minnesota, Inc.",5800 Baker Road,Suite 120,Minnetonka,MN,55345,Kelly,Burns,(952)656-4883,accounting@ragom.org
411700206,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Rice County Habitat for Humanity,204 7th Street West,PMB 128,Northfield,MN,55057,Dayna,Norvold,507-323-5167,hfhricecounty@gmail.com
411343804,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",River Bend Nature Center,PO Box 186,1000 Rustad Rd,Faribault,MN,55021,Jill,Engle,(507)332-7151,engle@rbnc.org
411949447,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",River Valley Riders,8362 Tamarack Village,Suite 119-440,Woodbury,MN,55125,Kathy,Hanson,651-491-0700,kathyjo@rkhanson.com
412011846,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Robin's Nest Children's Home,PO Box 122,,Lake Elmo,MN,55042-0122,Paula,Merkouris,605-582-7019,salem@alliancecom.net
410848660,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Rochester Senior Center,121 N. Broadway,,Rochester,MN,55906,Dean,Stenehjem,5074246406,foundation@rsc-mn.org
870709671,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Ruth's House of Hope, Inc",PO Box 813,124 SW 1st Avenue,Faribault,MN,55021,Gina,Little,(507)210-6900,ginal@ruthshousemn.org
411453829,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Saint Elizabeth's Community Developmnent Foundation,1200 Grant Blvd. W.,,Wabasha,MN,55981,Jenny,Schlagenhaft,651-565-5596,jenny.schlagenhaft@ministryhealth.org
411882522,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Saint Paul City Ballet,1680 Grand Ave,,Saint Paul,MN,55105,Lori,Gleason,(612)371-1212,Spcb@spcballet.org
411824107,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Saint Paul Public Schools Foundation,55 Fifth Street East,Suite 600,Saint Paul,MN,55101,Mike,Anderson,(651)270-4740,mike.anderson@sppsfoundation.org
205210433,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Sajai Foundation,PO Box 320,,Hamel,MN,55340,Amy,Rea,952-288-3364,amy@sajaifoundation.org
201175847,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Scalpel At The Cross,PO Box 65157,,St. Paul,MN,55165,Lisa ,Schroder,574-835-5174,lisa.schroder@scalpelatthecross.org
411780387,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Second Chance Animal Rescue,P.O. Box 10533,,White Bear Lake,MN,55110,Nancy,Minion,651-771-5662,nminion@juno.com
271296550,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Secondhand Hounds,4340 Shady Oak Rd,,Minnetonka,MN,55343,Elana,Dahlberg,651-230-5255,shhfundraising@gmail.com
202378425,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Seven Dreams Education Foundation,P.O. Box 41782,,Plymouth,MN,55442,Robin,Chambers,(763)504-4088,sevendreams@rdale.org
237057093,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Sherburne County Area United Way,231 Main St NW,,Elk River,MN,55330,Jenna,Kramer,(763)633-5886,jenna@shercounitedway.org
410726175,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Shetek Lutheran Ministries,14 Keeley Island Dr.,,Slayton,MN,56172,Marv,Nysetvold,507-763-3567,marv@shetek.org
841677978,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Shine in the World International Ministries,984 Carver Bluffs Pkwy,,Carver,MN,55315,Samuel,Wanyonyi,6122207999,sammy@swimministry.org
411632627,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Shir Tikvah,5000 Girard Ave S,,Minneapolis,MN,55419,John,Humleker,612-822-1440,john@shirtikvah.net
363413178,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Ski Gull, Inc.",PO Box 612,,Nisswa,MN,56468,Becky,Thuringer,218-963-4353,info@skigull.com
411623605,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Sobriety High School,12156 Nicollet Avenue,,Burnsville,MN,55337,Judi,Hanson,612-328-3973,judi.hanson@sobrietyhigh.org
411274177,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Southside Family Nurturing Center,2448 18th Avenue South,,Minneapolis,MN,55404,Julia,Miller,(612) 721-2762,juliamiller@ssfnc.org
416168522,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Southwest Minnesota Arts and Humanities Council,PO Box 55,114 N 3rd St,Marshall,MN,56258,Greta,Murray,(507)537-1471,smahcinfo@iw.net
411888767,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Spare Key,2021 East Hennepin Avenue,Suite 475,Minneapolis,MN,55413,Erich,Mische,952-406-8872,erich@sparekey.org
412002832,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",SPCM,26 E Exchange Street suite 500,,Saint Paul,MN,55101,Clea,Galhano,651-224-2205,clea@thespcm.org
411814281,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",St. Croix Montessori School,177 Neal Avenue N.,,Stillwater,MN,55082,Sheri,Rylicki,651-436-2603,srylicki@stcroixmontessori.org
,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",St. Mary's School,140 South 10th Street,PO Box 500,Bird Island,MN,55310,Tracy ,Bertrand,320-365-3693,principal@stmarysschoolbirdisland.com
410705755,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",St. Michael's Lakeside School,4628 Pitt St,,Duluth,MN,55804,Amy ,Flaig,218-525-1931,aflaig@cpinternet.com
411315033,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Stearns History Museum,235 South 33rd Av,,St. Cloud,MN,56301,Ann,Meline,(320) 253-8424,ameline@stearns-museum.org
411593592,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Steele County Food Shelf Inc,155 Oakdale St,,Owatonna,MN,55060,Stormy,Trom,507-455-2991,stormy@steelecountyfoodshelf.org
411357751,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Stevens County Historical Society,116 W 6th Street,,Morris,MN,56267,Tina,Didreckson,320-589-1719,tina@stevenshistorymuseum.com
202797098,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Students Today Leaders Forever,609 10th St S,#103,Minneapolis,MN,55404,Josh,Reimnitz,7014718494,josh@stlf.net
411730982,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Sugarloaf: The North Shore Stewardship Association,6008 London Road,,Duluth,MN,55804,Molly,Thompson,2185250001,molly@sugarloafnorthshore.org
411894708,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Survivor Resources,367 Grove Street,,St. Paul ,MN,55101,Margaret,McAbee,612.961.4770,margaret@survivorresources.org
411739320,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Teatro del Pueblo Inc,209 Page St W #208,,Saint Paul,MN,55107,Amy,Poulson,(651) 224-8806,amy@teatrodelpueblo.org
411722338,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Teenwise Minnesota,1619 Dayton Ave,,Saint Paul,MN,55407,Katie,Welch,651-644-1447,katie@teenwisemn.org
263555999,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Arc United,"1819 Bemidji Ave N, Ste 2",,Bemidji,MN,56601,Rebecca,Laesch,(218)766-4856,rebecca@archeadwaters.org
411980683,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Catholic Foundation of the Diocese of St. Cloud,305 7th Ave No,Suite 104,St. Cloud,MN,56303,Alice,Coudron,763-568-2735,acoudron@catholicfoundation.info
205902063,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Center for Irish Music,836 Prior Avenue North,,St. Paul,MN,55104,Norah,Rendell,651-815-0083,nrendell@centerforirishmusic.org
411897793,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Dwelling Place Shelter,P.O. Box 270541,,St Paul,MN,55127,Jodi,Hill,(651) 221-0405,info@thedwellingplaceshelter.org
411725035,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Learning Circle,615 West 5th street,,Red Wing,MN,55066,Linda,Hanisch,651)388-8843,learningcircle8843@yahoo.com
263994826,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Liz Logelin Foundation,P.O. Box 26366,,Saint Louis Park,MN,55426,Lindsay,Lewis,(612)747-0472,lindsay@thelizlogelinfoundation.org
411956174,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Mercy Hospital Foundation,710 S Kenwood Avenue,,Moose Lake,MN,55767,Cindy,Carlson,218-485-5586,ccarlson@mercynmooselake.org
411344162,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Minnesota Project,1885 University Ave W  #315,,Saint Paul,MN,55104,David,Glenn,(651)789-3325,dglenn@mnproject.org
721621252,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The PROP Shop of Eden Prairie,15195 Martin Drive,,Eden Prairie,MN,55344,Vicki,Bomben,(952)224-7051,vicki@propshopep.org
411633734,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Reading Center/Dyslexia Institute of MN,847 5th St. N.W.,,Rochester,MN,55901,Cindy,Russell,(507)288-5271,crussell@thereadingcenter.org
911748273,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Rourke Art Gallery Museum,521 Main Ave,,Moorhead,MN,56560,Tania,Blanich,218-236-8861,tania.blanich@therourke.org
562332269,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Sanneh Foundation,9283 Franlo Road,,Eden Prairie,MN,55344,Sarah,Baptiste,6516904855,sbaptiste@thesannehfoundation.org
800084714,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Singers Minnesota Choral Artists,528 Hennepin Avenue,Suite 303,Minneapolis,MN,55403,Rosalyn,Claret,651-442-7920,development@singersmca.org
411658987,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Soap Factory,514 Second Street SE,,Minneapolis,MN,55414,Tana,Hargest,612-623-9176,tana@soapfactory.org
411313132,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Southern Theater,1420 Washington Ave S,,Minneapolis,MN,55454,Damon,Runnals,6123400155,damon@southerntheater.org
223857401,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",The Wildcat Sanctuary,PO Box 314,,Sandstone,MN,55072,Tammy,Thies,3202456871,cat@wildcatsanctuary.org
411727881,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Theater Mu, Inc.",355 Wabasha St. N #140,,Saint Paul,MN,55102,Don,Eitel,(651)789-1012,don@muperformingarts.org
410858863,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Theatre L'Homme Dieu,PO Box 1086,1875 County Rd. 120 NE,Alexandria,MN,56308,Joanna,Hoch,(320)808-8101,jhoch@tlhd.org
411680500,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Thief River Falls Education Foundation,230 LaBree Avenue South,,Thief River Falls,MN,56701,Karen,Sich,218-681-8711,foundation@trfeducationfoundation.com
411527628,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Tiny Tots and Little Tykes,1200 Oakdale Ave.,,West St. Paul,MN,55118,Katrina ,Baird,651-457-0042,ttlt2@netzero.net
264377588,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Tiwahe Foundation,"2801 21st Ave South, Suite 132F",,Minneapolis,MN,55407,Kelly,Drummer,612-722-0945,lapple@tiwahefoundation.org
237449686,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Tri-County Humane Society,735 8th St NE,P.O. Box 701,Saint Cloud,MN,56304,Marit,Ortega,(320)252-0896,tchs-events@hotmail.com
410965940,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","TRUST, Inc.",9 West Rustic Lodge Ave. S.,,Minneapolis,MN,55419,Nancy,Biele,612-827-6159,trustinc@visi.com
411428329,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Twin Cities Gay Men's Chorus,528 Hennepin Avenue Suite 307,,Minneapolis,MN,55403,Jeff,Heine,612-339-7664,jheine@tcgmc.org
411434829,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Union Park District Council,"1570 Concordia Avenue, Ste LL100",,St Paul,MN,55020,Sarah,Kidwell,(651)645-6887,sarah@unionparkdc.org
411486488,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",United Way of Hastings,PO Box 353,,Hastings,MN,55033,Mari,Mellick,6514383337,mari@unitedwayofhastings.org
416051875,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",United Way of McLeod County,218 Main Street South,PO Box 504,Hutchinson,MN,55350,Paul,Thompson,320-587-3613,unitedw@hutchtel.net
416038613,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",University of Minnesota Hillel Foundation,1521 University Ave. SE,,Minneapolis,MN,55414,Sarah,Routman,612-379-4026,sroutman@ujews.com
204451219,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Upstream Arts,3501 Chicago Ave S,,Minneapolis,MN,55407,Rachel,Jendrzejewski,(612) 331-4584,rachel@upstreamarts.org
412016187,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Urban Arts Academy,3901 Chicago Ave South,,Minneapolis,MN,55407,Lisa,Lindstrom,612-827-1641,info@urbanartsacademy.org
383641479,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Villa Maria Retreat and Conference Center,29847 County Rd. 2 Blvd.,,Frontenac,MN,55026,Sarah,McClellan,651-345-4582,sarah@villamariaretreats.org
411802861,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",VINE Faith in Action,1618 Third Avenue,,Mankato,MN,56001,Pam,Determan,507-387-1666,pamdeterman@vinevolunteers.com
411668016,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Voyageurs Lutheran Ministry,2555 Vermilion Camp Rd,,Cook,MN,55723,Marie,Kirschstein,2187802696,marie@vlmcamps.org
416049473,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Voyageurs National Park Association,"126 North 3rd Street, Suite 400",,Minneapolis,MN,55401,Christina,Hausman,(612)333-5424,chausman@voyageurs.org
363440452,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",VSA Minnesota,528 Hennepin Avenue,Suite 305,Minneapolis,MN,55403,Craig,Dunn,(612)332-3888,craig@vsamn.org
410983461,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Walk-In Counseling Center,2421 Chicago Avenue South,,Minneapolis,MN,55404,Tracie,Huhn,612-870-0565,thuhn@walkin.org
411452216,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Waseca Area Neighborhood Service Center,203 3rd AVE NW,,Waseca,MN,56093,Cindy,Coy,507-833-4119,wansc@mchsi.com
410966847,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Waseca County Historical Society,315 Second Avenue N.E.,,Waseca,MN,56093,Sheila,Morris,5078357700,sheilam@historical.waseca.mn.us
410975223,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",West Bank School of Music,1813 South 6th Street,,Minneapolis,MN,55454,David,Alderson,(612)333-6651,david@westbankmusic.org
411588791,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Wildlife Rehabilitation Center of Minnesota,2530 Dale Street,,Roseville,MN,55113,Phil,Jenni,651-486-9410,pjenni@wrcmn.org
411678264,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Wildlife Science Center,5463 West Broadway Avenue,,Columbus,MN,55025,Joy,Fusco,651-464-3993,wscinfo@wildlifesciencecenter.org
020712905,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Will Steger Foundation,2801 21st Avenue South,Suite 110,Minneapolis,MN,55407,Nicole,Rom,(612)278-7147,nicole@willstegerfoundation.org
411515198,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Wirth Center for the Performing Arts,823 First Street South,,St. Cloud,MN,56301,Lori,McNamara,320-255-0318,lmcnamara@wirthcenter.org
411356358,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Women's Resource Center of Winona,77 E 5th Street,,Winona,MN,55987,Sam,Sollie,(507)452-4440,sam@wrcofwinona.org
203244371,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Working Partnerships,312 Central Ave #524,,Minneapolis ,MN,2478,Doug,Flateau,612-379-8133,doug@workingpartnerships.org
411896055,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Youth Farm and Market Project,128 W. 33rd Street,Suite 2,Minneapolis,MN,55408,Gunnar,Liden,(612)872-4226,gunnar@youthfarm.net
411322470,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",YouthCARE,2701 University Avenue,Suite # 205,Minneapolis,MN,55414,Allison,Kappeyne,6123381233,akappeyne@YouthCAREmn.org
410711619,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",YWCA of Mankato,500 South Broad Street,,Mankato,MN,56001,Katie,Ludvigson,5073454629,katie@ywcamankato.org
410901803,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Zion Lutheran Church,1200 Highway 25 South,PO Box 88,Buffalo,MN,55313,Angela,Bengtson,7636821245,abengtson@zionbuffalo.org
363302530,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Zorongo Flamenco,3012 Minnehaha Ave,,Minneapolis,MN,55406,Niels,Strandskov,(612) 234-1653,zorongoflamenco@gmail.com
,,,,,,,,,,,
